address,auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm
VIA APPENNINI,25 Luglio 2019,73872.0,UOG3,MILANO,G,True,,245/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'71,72.0
VIA EUGENIO CURIEL,25 Luglio 2019,78997.0,UOGR,CORSICO,G,True,,246/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'12,87.0
VIA MARZABOTTO,25 Luglio 2019,52760.0,UOGR,CORSICO,G,True,,247/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'10,69.0
VIA ENRICO DE NICOLA,25 Luglio 2019,97152.0,UOG1,MILANO,D,True,,248/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'24,88.0
VIA AGOSTINO DE PRETIS,25 Luglio 2019,79488.0,UOG1,MILANO,D,True,,249/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'11,72.0
VIA AGOSTINO DE PRETIS,25 Luglio 2019,72864.0,UOG1,MILANO,D,True,,250/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'99,66.0
VIA AGOSTINO DE PRETIS,25 Luglio 2019,92736.0,UOG1,MILANO,D,True,,251/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'59,84.0
VIALE LAZIO,25 Luglio 2019,103927.0,UOGR,ROZZANO,G,True,,252/19,PIENA PROP.,ALLOGGIO,4,20190717151004.html,'19,124.0
VIALE LAZIO,25 Luglio 2019,103927.0,UOGR,ROZZANO,G,True,,252/19,PIENA PROP.,AUTOBOX,0,20190717151004.html,'19,12.0
VIALE LAZIO,25 Luglio 2019,86471.0,UOGR,ROZZANO,G,True,,253/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'24,102.0
VIALE LAZIO,25 Luglio 2019,86471.0,UOGR,ROZZANO,NO,False,,253/19,PIENA PROP.,AUTOBOX,0,20190717151004.html,'26,12.0
VIA DELLE GENZIANE,25 Luglio 2019,95521.0,UOG2,MILANO,G,True,,254/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'3,84.0
VIA ADOLFO OMODEO,25 Luglio 2019,89964.0,UOG3,MILANO,G,True,,255/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'23/2,98.0
VIA ANGELO MORO,25 Luglio 2019,67703.0,UOGS,SAN DONATO MILANESE,G,True,A,256/19,DIR. DI SUP.,ALLOGGIO,2,20190717151004.html,'27.D,71.0
VIA RAFFAELLO GIOLLI,25 Luglio 2019,195043.0,UOG3,MILANO,G,True,,257/19,PIENA PROP.,ALLOGGIO,5,20190717151004.html,'23,144.0
VIA RAFFAELLO GIOLLI,25 Luglio 2019,195043.0,UOG3,MILANO,NO,False,,257/19,PIENA PROP.,AUTOBOX,0,20190717151004.html,'23,14.0
VIA OSTENO,25 Luglio 2019,95304.0,UOG2,MILANO,G,False,,258/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'4,88.0
VIA URUGUAY,25 Luglio 2019,78948.0,UOG3,MILANO,G,True,,259/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'32,86.0
VIA ERCOLE FERRARIO,10 Novembre 2017,131376.0,UOG2,MILANO,G,False,,240/17,,ALLOGGIO,2,20171108033452.html,7,69.0
VIA JACOPINO DA TRADATE,10 Novembre 2017,62220.0,UOG3,MILANO,G,False,,241/17,,ALLOGGIO,3,20171108033452.html,14,61.0
PIAZZA PREALPI,10 Novembre 2017,68340.0,UOG3,MILANO,G,False,,242/17,,ALLOGGIO,3,20171108033452.html,4,67.0
VIALE TIBALDI,10 Novembre 2017,97675.0,UOG1,MILANO,G,False,,243/17,,ALLOGGIO,2,20171108033452.html,66,63.0
VIALE ARGONNE,10 Novembre 2017,72352.0,UOG4,MILANO,F,False,,244/17,,ALLOGGIO,2,20171108033452.html,35,56.0
VIA MAC MAHON,10 Novembre 2017,56100.0,UOG3,MILANO,G,False,,245/17,,ALLOGGIO,2,20171108033452.html,117,55.0
VIA CESARE AJRAGHI,10 Novembre 2017,64260.0,UOG3,MILANO,G,False,,246/17,,ALLOGGIO,2,20171108033452.html,3,63.0
VIA NICOLO' BARABINO,10 Novembre 2017,92820.0,UOG4,MILANO,G,False,,247/17,,ALLOGGIO,3,20171108033452.html,3,84.0
VIALE OMERO,10 Novembre 2017,79560.0,UOG4,MILANO,G,False,,248/17,,ALLOGGIO,3,20171108033452.html,17,72.0
PIAZZA CARDINALE PIETRO GASPARRI,10 Novembre 2017,88536.0,UOG3,MILANO,G,True,A,249/17,,ALLOGGIO,3,20171108033452.html,4,84.0
PIAZZA CARDINALE PIETRO GASPARRI,10 Novembre 2017,84320.0,UOG3,MILANO,G,True,B,250/17,,ALLOGGIO,3,20171108033452.html,4,80.0
VIA COMASINA,10 Novembre 2017,79050.0,UOG3,MILANO,G,True,,251/17,,ALLOGGIO,2,20171108033452.html,57,75.0
VIA CONSOLE MARCELLO,10 Novembre 2017,67320.0,UOG3,MILANO,G,False,,252/17,,ALLOGGIO,2,20171108033452.html,38,66.0
VIA ORESTE SALOMONE,10 Novembre 2017,97240.0,UOG4,MILANO,G,True,A,253/17,,ALLOGGIO,4,20171108033452.html,91,104.0
VIA ORESTE SALOMONE,10 Novembre 2017,82280.0,UOG4,MILANO,G,True,B,254/17,,ALLOGGIO,3,20171108033452.html,91,88.0
VIA DEGLI ABETI,10 Novembre 2017,94248.0,UOG2,MILANO,G,True,,255/17,,ALLOGGIO,3,20171108033452.html,7,88.0
VIA DEGLI ABETI,10 Novembre 2017,93177.0,UOG2,MILANO,G,True,,256/17,,ALLOGGIO,3,20171108033452.html,13,87.0
VIA DEGLI ABETI,10 Novembre 2017,70686.0,UOG2,MILANO,G,True,,257/17,,ALLOGGIO,2,20171108033452.html,22,66.0
VIA UGO OJETTI,10 Novembre 2017,63580.0,UOG3,MILANO,E,True,,258/17,,ALLOGGIO,2,20171108033452.html,40,68.0
VIA UGO OJETTI,10 Novembre 2017,96305.0,UOG3,MILANO,G,True,,259/17,,ALLOGGIO,4,20171108033452.html,10,103.0
VIA UGO OJETTI,10 Novembre 2017,96305.0,UOG3,MILANO,G,True,,260/17,,ALLOGGIO,4,20171108033452.html,1,103.0
VIA FRANCESCO CILEA,10 Novembre 2017,78540.0,UOG3,MILANO,F,True,,261/17,,ALLOGGIO,3,20171108033452.html,26,84.0
VIA APPENNINI,10 Novembre 2017,80410.0,UOG3,MILANO,E,True,,262/17,,ALLOGGIO,3,20171108033452.html,47,86.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,108602.0,UOG1,MILANO,D,True,,263/17,,ALLOGGIO,3,20171108033452.html,5,88.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,111488.0,UOG1,MILANO,D,True,,264/17,,ALLOGGIO,3,20171108033452.html,109,88.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,111488.0,UOG1,MILANO,NO,False,,264/17,,AUTOBOX,0,20171108033452.html,121,25.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,88128.0,UOG1,MILANO,D,True,,265/17,,ALLOGGIO,3,20171108033452.html,67,85.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,64282.0,UOG1,MILANO,D,True,,266/17,,ALLOGGIO,3,20171108033452.html,79,62.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,108378.0,UOOG1,MILANO,D,True,,267/17,,ALLOGGIO,3,20171108033452.html,31,85.0
VIA AGOSTINO DE PRETIS,10 Novembre 2017,108378.0,UOG1,MILANO,NO,False,,267/17,,AUTOBOX,0,20171108033452.html,37,25.0
VIALE TOMMASO EDISON,10 Novembre 2017,47923.0,UOGS,SESTO SAN GIOVANNI,G,False,A,268/17,,ALLOGGIO,2,20171108033452.html,446,64.0
VIALE TOMMASO EDISON,10 Novembre 2017,58406.0,UOGS,SESTO SAN GIOVANNI,G,False,B,269/17,,ALLOGGIO,3,20171108033452.html,446,78.0
VIALE TOMMASO EDISON,10 Novembre 2017,47174.0,UOGS,SESTO SAN GIOVANNI,G,False,C,270/17,,ALLOGGIO,2,20171108033452.html,446,63.0
VIALE TOMMASO EDISON,10 Novembre 2017,47174.0,UOGS,SESTO SAN GIOVANNI,G,False,D,271/17,,ALLOGGIO,2,20171108033452.html,446,63.0
VIALE TOMMASO EDISON,10 Novembre 2017,47174.0,UOGS,SESTO SAN GIOVANNI,G,False,E,272/17,,ALLOGGIO,2,20171108033452.html,446,63.0
VIA CATANIA,10 Novembre 2017,77126.0,UOGS,SESTO SAN GIOVANNI,F,False,,273/17,,ALLOGGIO,4,20171108033452.html,40,103.0
VIA CALATAFIMI,10 Novembre 2017,232560.0,UOG1,MILANO,G,True,,274/17,,ALLOGGIO,4,20171108033452.html,15,100.0
VIA PALMANOVA,10 Novembre 2017,108800.0,UOG4,MILANO,F,True,,275/17,,ALLOGGIO,3,20171108033452.html,51,100.0
VIA PADRE SECCHI,10 Novembre 2017,55404.0,UOGR,LEGNANO,G,True,,276/17,,ALLOGGIO,4,20171108033452.html,135,114.0
VIA JAN SIBELIUS,10 Novembre 2017,163955.0,UOG3,MILANO,F,True,,277/17,,ALLOGGIO,5,20171108033452.html,30,141.0
VIA PATERNO',10 Novembre 2017,124583.0,UOG1,MILANO,G,True,,278/17,,ALLOGGIO,4,20171108033452.html,6,100.0
VIA PATERNO',10 Novembre 2017,124583.0,UOG1,MILANO,NO,False,,278/17,,AUTOBOX,0,20171108033452.html,6,12.0
VIALE EUROPA,10 Novembre 2017,75087.0,UOGS,BUSSERO,F,True,,279/17,,ALLOGGIO,4,20171108033452.html,13.B,103.0
